% BSU Number ;% Gene_Name ;% number messenger  ;number protein;promoter_efficiency  (1/s);messenger degradation (1/s);rbs_eficiency (1/s);protein degradation (1/s)
BSU37240;ywiE;1.6459;830.9581;0.03386;0.020573;0.24963;0.00049444
BSU37250;narI;0.013616;1.0479;4.0057e-05;0.002942;0.038054;0.00049444
BSU37260;narJ;0.042404;90.4461;0.00011466;0.002704;1.0546;0.00049444
BSU37270;narH;0.030679;0.92035;0.00012625;0.0041152;0.014833;0.00049444
BSU37280;narG;0.057667;266.6351;0.00011923;0.0020675;2.2862;0.00049444
BSU37290;arfM;0.011128;2.4772;5.6001e-05;0.0050324;0.11007;0.00049444
BSU37300;ywiC;0.082687;3.0974;0.00043619;0.0052752;0.018522;0.00049444
BSU37310;fnr;0.29117;8.4164;0.0022696;0.0077948;0.014292;0.00049444
BSU37320;narK;0.030008;3.7088;0.00021609;0.0072012;0.061111;0.00049444
BSU37330;argS;3.5183;1295.0273;0.047995;0.013642;0.182;0.00049444
BSU37340;ywiB;3.9173;55.4891;0.074563;0.019034;0.0070038;0.00049444
BSU37350;sboA;0.11695;5.306;0.00077209;0.0066021;0.022433;0.00049444
BSU37360;sboX;0.091956;1.1356;0.00024229;0.0026348;0.0061059;0.00049444
BSU37370;albA;4.658;203.6437;0.022714;0.0048764;0.021617;0.00049444
BSU37380;albB;2.6103;99.9348;0.012297;0.0047111;0.01893;0.00049444
BSU37390;albC;1.7769;35.1161;0.0099255;0.005586;0.0097717;0.00049444
BSU37400;albD;1.3781;427.9909;0.0090086;0.006537;0.15356;0.00049444
BSU37410;albE;1.5335;4.5891;0.013656;0.0089051;0.0014797;0.00049444
BSU37420;albF;0.74813;4.1827;0.0059547;0.0079595;0.0027644;0.00049444
BSU37430;albG;0.41581;8.1937;0.0036943;0.0088846;0.0097433;0.00049444
BSU37440;ywhL;0.036405;1.0507;0.00025112;0.0068979;0.014271;0.00049444
BSU37450;ywhK;0.040844;1.6572;0.0003082;0.0075458;0.020061;0.00049444
BSU37460;rapF;28.5896;1179.9615;0.088113;0.003082;0.020407;0.00049444
BSU37470;phrF;26.895;9247.7869;0.073636;0.0027379;0.17001;0.00049444
BSU37480;ywhH;0.44424;33.3249;0.0067242;0.015136;0.037091;0.00049444
BSU37490;speB;3.3834;118.0018;0.053251;0.015739;0.017245;0.00049444
BSU37500;speE;4.9405;1101.7828;0.101;0.020444;0.11027;0.00049444
BSU37510;ywhE;0.020508;0.83208;0.00015345;0.0074827;0.020061;0.00049444
BSU37520;ywhD;3.5646;276.361;0.027987;0.0078513;0.038334;0.00049444
BSU37530;ywhC;3.6907;47.3999;0.033438;0.00906;0.0063501;0.00049444
BSU37540;ywhB;0.40953;12.3525;0.0023196;0.0056639;0.014914;0.00049444
BSU37550;ywhA;1.2984;26.3302;0.016216;0.012489;0.010027;0.00049444
BSU37560;thrZ;0.83477;13.3775;0.0017963;0.0021518;0.0079237;0.00049444
BSU37570;mmr;0.48208;10.9675;0.0037183;0.0077131;0.011249;0.00049444
BSU37580;ywgB;1.1933;13.1889;0.0097751;0.0081919;0.0054649;0.00049444
BSU37590;ywgA;2.6406;31.2654;0.033476;0.012677;0.0058544;0.00049444
BSU37600;ywfO;4.6403;214.0479;0.064529;0.013906;0.022808;0.00049444
BSU37610;ywzC;1.856;315.5159;0.05142;0.027705;0.084054;0.00049444
BSU37620;rsfA;0.055912;1.5158;0.00019983;0.0035739;0.013405;0.00049444
BSU37630;ywfM;0.14169;1.3261;0.00064569;0.0045571;0.0046275;0.00049444
BSU37640;ywfL;0.91275;155.6305;0.011113;0.012175;0.084306;0.00049444
BSU37650;ywfK;0.53926;1.8517;0.0059676;0.011066;0.0016978;0.00049444
BSU37660;pta;2.6664;12266.3416;0.0048867;0.0018327;2.2746;0.00049444
BSU37670;ywfI;0.77816;427.4251;0.0041454;0.0053271;0.27159;0.00049444
BSU37680;ywfH;4.7751;39.8522;0.019859;0.0041589;0.0041266;0.00049444
BSU37690;ywfG;2.1687;5.2511;0.018052;0.008324;0.0011972;0.00049444
BSU37700;ywfF;2.8491;729.384;0.020293;0.0071227;0.12658;0.00049444
BSU37710;ywfE;4.0616;188.4904;0.027376;0.0067402;0.022946;0.00049444
BSU37720;ywfD;5.9162;122.759;0.047328;0.0079997;0.01026;0.00049444
BSU37730;ywfC;4.3525;10.7471;0.03033;0.0069684;0.0012209;0.00049444
BSU37740;ywfB;2.6531;50.8098;0.014318;0.005397;0.0094693;0.00049444
BSU37750;ywfA;0.013086;0.43758;2.171e-05;0.0016591;0.016534;0.00049444
BSU37760;rocC;0.089752;10.4672;0.00030427;0.0033901;0.057664;0.00049444
BSU37770;rocB;0.17065;4.5606;0.00086058;0.0050428;0.013214;0.00049444
BSU37780;rocA;0.28923;862.9229;0.0007958;0.0027514;1.4752;0.00049444
BSU37790;rocG;1.295;33.8517;0.00187;0.0014441;0.012925;0.00049444
BSU37800;yweA;9.9012;930.9534;0.018486;0.001867;0.04649;0.00049444
BSU37810;spsL;0.23503;25.9422;0.0018924;0.0080516;0.054575;0.00049444
BSU37820;spsK;0.33179;5.0406;0.0030413;0.0091664;0.0075118;0.00049444
BSU37830;spsJ;0.32668;39.2602;0.002916;0.008926;0.059422;0.00049444
BSU37840;spsI;0.40297;1285.8293;0.0030876;0.0076621;1.5777;0.00049444
BSU37850;spsG;0.42223;17.1314;0.00060972;0.0014441;0.020061;0.00049444
BSU37860;spsF;0.11713;11.5445;0.00084294;0.0071964;0.048732;0.00049444
BSU37870;spsE;0.15771;12.4011;0.00099879;0.006333;0.038879;0.00049444
BSU37880;spsD;0.16421;5.5903;0.0012846;0.0078233;0.016833;0.00049444
BSU37890;spsC;0.21373;10.6294;0.00039664;0.0018558;0.02459;0.00049444
BSU37900;spsB;0.049045;57.7435;0.00040561;0.0082702;0.58214;0.00049444
BSU37910;spsA;0.14017;4.0516;0.0024116;0.017205;0.014292;0.00049444
BSU37920;ywdL;0.021411;2.2518;0.00017833;0.008329;0.052002;0.00049444
BSU37930;ywdK;1.3647;607.0271;0.0081953;0.0060053;0.21994;0.00049444
BSU37940;ywdJ;1.9128;126.9487;0.01168;0.0061062;0.032815;0.00049444
BSU37950;ywdI;2.8178;281.5644;0.018713;0.0066408;0.049406;0.00049444
BSU37960;ywdH;0.67764;50.4772;0.0070576;0.010415;0.036831;0.00049444
BSU37970;ung;2.9299;246.399;0.011839;0.0040408;0.041582;0.00049444
BSU37980;ywdF;3.8482;180.8701;0.015127;0.0039309;0.02324;0.00049444
BSU37990;ywdE;0.49783;33.8884;0.0056257;0.011301;0.033658;0.00049444
BSU38000;ywdD;0.43599;360.7312;0.0094456;0.021665;0.4091;0.00049444
BSU38010;ywdC;0.025694;1.6696;0.0011216;0.043651;0.032129;0.00049444
BSU38020;thiD;13.3708;1376.2433;0.060091;0.0044942;0.050893;0.00049444
BSU38030;ywdA;0.24774;0.15145;0.0017857;0.0072077;0.00030227;0.00049444
BSU38040;sacA;0.16455;1.6507;0.00062041;0.0037703;0.0049601;0.00049444
BSU38050;sacP;0.15797;5.9541;0.0012932;0.0081866;0.018637;0.00049444
BSU38060;ywcJ;0.08664;10.7192;0.0017825;0.020574;0.061173;0.00049444
BSU38070;sacT;0.30393;28.4903;0.0064072;0.021081;0.046349;0.00049444
BSU38080;ywcI;0.30987;18.8297;0.0020215;0.0065237;0.030046;0.00049444
BSU38090;vpr;0.66871;25.2051;0.0066391;0.0099282;0.018637;0.00049444
BSU38100;ywcH;1.183;133.5949;0.0017083;0.0014441;0.055839;0.00049444
BSU38110;nfrA;1.4069;145.9656;0.0044834;0.0031867;0.051297;0.00049444
BSU38120;rodA;0.2656;6.8779;0.010821;0.04074;0.012804;0.00049444
BSU38130;ywcE;0.35821;4.3612;0.0076473;0.021348;0.0060198;0.00049444
BSU38140;qoxD;6.635;293.8074;0.025547;0.0038503;0.021895;0.00049444
BSU38150;qoxC;15.9015;1189.6557;0.05776;0.0036324;0.036991;0.00049444
BSU38160;qoxB;30.8166;1375.05;0.10453;0.0033918;0.022062;0.00049444
BSU38170;qoxA;24.2556;1698.6989;0.085329;0.0035179;0.034628;0.00049444
BSU38180;ywzA;0.99818;74.8786;0.0037139;0.0037206;0.037091;0.00049444
BSU38190;galT;1.5778;12.5459;0.013476;0.0085409;0.0039315;0.00049444
BSU38200;galK;1.8752;60.4484;0.032578;0.017373;0.015939;0.00049444
BSU38210;ywcD;1.5788;135.5653;0.037052;0.023469;0.042457;0.00049444
BSU38220;ywcC;0.65239;6.1057;0.021055;0.032274;0.0046275;0.00049444
BSU38230;ywcB;0.083723;9.0172;0.0058361;0.069708;0.053253;0.00049444
BSU38240;ywcA;0.012081;0.23554;4.7207e-05;0.0039074;0.0096395;0.00049444
BSU38250;ywbO;0.47721;6.632;0.0019223;0.0040283;0.0068716;0.00049444
BSU38260;ywbN;6.811;338.7282;0.058521;0.0085922;0.02459;0.00049444
BSU38270;ywbM;5.4751;562.2446;0.052204;0.0095348;0.050775;0.00049444
BSU38280;ywbL;3.0312;957.7409;0.034642;0.011429;0.15623;0.00049444
BSU38290;thiE;0.55065;244.9729;0.002796;0.0050777;0.21997;0.00049444
BSU38300;thiM;0.82604;149.37;0.0051711;0.0062602;0.089409;0.00049444
BSU38310;ywbI;1.2624;178.8738;0.009168;0.0072625;0.07006;0.00049444
BSU38320;ywbH;0.2159;15.3661;0.0067989;0.031491;0.035191;0.00049444
BSU38330;ywbG;0.12806;7.9435;0.0024785;0.019354;0.030671;0.00049444
BSU38340;ywbF;1.4956;41.2866;0.013593;0.009089;0.01365;0.00049444
BSU38350;ywbE;1.0079;99.3399;0.0061156;0.0060675;0.048732;0.00049444
BSU38360;ywbD;0.82254;31.7722;0.012904;0.015688;0.019099;0.00049444
BSU38370;ywbC;2.2291;30.0632;0.010338;0.0046379;0.0066684;0.00049444
BSU38380;ywbB;0.03852;0.71297;0.00019919;0.0051711;0.0091516;0.00049444
BSU38390;ywbA;0.04354;6.278;0.0010753;0.024697;0.071293;0.00049444
BSU38400;epr;13.0552;897.7372;0.057766;0.0044248;0.034;0.00049444
BSU38410;sacX;0.4237;8.312;0.005805;0.013701;0.0096997;0.00049444
BSU38420;sacY;0.34031;12.2869;0.0035599;0.010461;0.017852;0.00049444
BSU38430;gspA;4.6399;569.9855;0.013585;0.0029279;0.060739;0.00049444
BSU38440;ywaF;0.024239;2.2721;0.00016889;0.0069679;0.046349;0.00049444
BSU38450;ywaE;0.60017;69.9936;0.0056717;0.0094501;0.057664;0.00049444
BSU38460;tyrZ;0.23682;67.421;0.0016138;0.0068146;0.14077;0.00049444
BSU38470;ywaD;0.032755;2.2827;0.000156;0.0047627;0.034458;0.00049444
BSU38480;ywaC;0.19092;0.66462;0.0016874;0.0088381;0.0017212;0.00049444
BSU38490;menA;3.4782;6.2066;0.060527;0.017402;0.0008823;0.00049444
BSU38500;dltA;11.4452;2356.5284;0.16005;0.013984;0.1018;0.00049444
BSU38510;dltB;15.5961;498.6677;0.20683;0.013262;0.015809;0.00049444
BSU38520;dltC;16.2961;2387.1757;0.19253;0.011814;0.07243;0.00049444
BSU38530;dltD;16.0141;374.875;0.18143;0.011329;0.011574;0.00049444
BSU38540;dltE;10.445;274.591;0.11538;0.011046;0.012999;0.00049444
BSU38550;ywaA;15.0212;947.4275;0.13033;0.0086767;0.031186;0.00049444
BSU38560;licH;0.10442;9.2196;0.00066333;0.0063527;0.043658;0.00049444
BSU38570;licA;0.058833;0.18988;0.00016771;0.0028506;0.0015958;0.00049444
BSU38580;licC;0.050503;11.672;0.00053088;0.010512;0.11427;0.00049444
BSU38590;licB;0.50714;7.7637;0.004335;0.008548;0.0075693;0.00049444
BSU38600;licR;0.93496;28.8498;0.025252;0.027008;0.015257;0.00049444
BSU38610;yxzF;1.584;29.3094;0.0033893;0.0021397;0.0091489;0.00049444
BSU38620;yxlJ;1.3147;31.1203;0.0062934;0.004787;0.011704;0.00049444
BSU38630;katX;1.1594;77.1874;0.0016743;0.0014441;0.032917;0.00049444
BSU38640;yxlH;0.45285;168.3578;0.0042992;0.0094936;0.18382;0.00049444
BSU38650;yxlG;0.40234;43.0492;0.0027224;0.0067664;0.052904;0.00049444
BSU38660;yxlF;0.5732;53.7424;0.0032702;0.0057052;0.046358;0.00049444
BSU38670;yxlE;1.1607;0.70954;0.0069105;0.005954;0.00030227;0.00049444
BSU38680;yxlD;1.3019;18.4412;0.0074443;0.0057181;0.0070038;0.00049444
BSU38690;yxlC;1.0165;3.9844;0.0056336;0.0055421;0.0019381;0.00049444
BSU38700;sigY;0.53725;23.6427;0.0032065;0.0059684;0.021759;0.00049444
BSU38710;yxlA;0.50602;12.3545;0.0080495;0.015907;0.012072;0.00049444
BSU38720;yxkO;0.24785;76.8352;0.00035884;0.0014478;0.15328;0.00049444
BSU38730;cydD;0.030052;0.48882;0.00027308;0.009087;0.0080425;0.00049444
BSU38740;cydC;0.079928;0.84486;0.00062688;0.007843;0.0052264;0.00049444
BSU38750;cydB;0.033517;1.475;0.00032803;0.0097872;0.021759;0.00049444
BSU38760;cydA;0.021405;0.14321;0.00033612;0.015703;0.0033081;0.00049444
BSU38770;yxkJ;1.6842;24.4149;0.011803;0.0070083;0.0071676;0.00049444
BSU38780;yxkI;1.3175;9.0742;0.007938;0.0060251;0.0034055;0.00049444
BSU38790;yxzE;1.3331;215.009;0.0095413;0.0071571;0.079744;0.00049444
BSU38800;yxkH;1.5227;134.3703;0.017748;0.011656;0.043631;0.00049444
BSU38810;msmX;0.3942;10.5346;0.0027858;0.0070671;0.013214;0.00049444
BSU38820;yxkF;0.4811;10.4446;0.0057364;0.011924;0.010734;0.00049444
BSU38830;aldY;0.21514;8.8596;0.001163;0.0054057;0.020362;0.00049444
BSU38840;yxkD;0.47163;16.0796;0.0043309;0.009183;0.016858;0.00049444
BSU38850;yxkC;19.6954;5536.1044;0.053271;0.0027047;0.13898;0.00049444
BSU38860;galE;6.0526;1333.8031;0.029586;0.0048881;0.10896;0.00049444
BSU38870;yxkA;0.06341;2.0975;0.00055925;0.0088195;0.016356;0.00049444
BSU38880;yxjO;0.75818;14.1027;0.0096952;0.012787;0.009197;0.00049444
BSU38890;yxjN;1.6169;14.8221;0.013619;0.0084232;0.0045326;0.00049444
BSU38900;yxjM;0.93821;42.548;0.010531;0.011225;0.022423;0.00049444
BSU38910;yxjL;0.95369;76.222;0.010225;0.010722;0.039518;0.00049444
BSU38920;pepT;5.7956;592.6507;0.033031;0.0056993;0.050561;0.00049444
BSU38930;yxjJ;1.3535;5.1091;0.023553;0.017401;0.0018664;0.00049444
BSU38940;yxjI;1.933;54.8976;0.016255;0.0084095;0.014042;0.00049444
BSU38950;yxjH;13.7302;130.2295;0.19477;0.014185;0.0046898;0.00049444
BSU38960;yxjG;12.2476;254.9714;0.13739;0.011218;0.010293;0.00049444
BSU38970;yxjF;0.043768;63.7326;0.000129;0.0029474;0.71999;0.00049444
BSU38980;scoB;0.19443;25.4758;0.00039243;0.0020184;0.064786;0.00049444
BSU38990;scoA;0.037078;18.4795;0.00010503;0.0028328;0.24643;0.00049444
BSU39000;yxjC;0.031465;10.8193;0.00017765;0.0056457;0.17001;0.00049444
BSU39010;yxjB;0.74013;74.1247;0.0081344;0.010991;0.049519;0.00049444
BSU39020;yxjA;1.4136;230.3122;0.02629;0.018598;0.080558;0.00049444
BSU39030;yxiT;0.79828;24.5472;0.0035582;0.0044573;0.015204;0.00049444
BSU39040;yxiS;1.6219;46.8805;0.0078359;0.0048315;0.014292;0.00049444
BSU39050;katE;0.98515;20.1691;0.0037516;0.0038081;0.010123;0.00049444
BSU39060;citH;0.019269;0.23651;2.7825e-05;0.0014441;0.0060689;0.00049444
BSU39070;bglS;0.088899;1.7823;0.00030763;0.0034605;0.0099128;0.00049444
BSU39080;licT;1.3262;38.7995;0.036466;0.027497;0.014466;0.00049444
BSU39090;yxiP;1.3645;9.7726;0.01803;0.013213;0.0035411;0.00049444
BSU39100;yxiO;0.54756;2.7852;0.01011;0.018463;0.0025151;0.00049444
BSU39110;deaD;1.9215;287.8102;0.0067716;0.0035241;0.07406;0.00049444
BSU39120;yxiM;2.1931;437.5455;0.0061978;0.002826;0.098645;0.00049444
BSU39130;yxiL;1.7622;156.3504;0.0070476;0.0039994;0.04387;0.00049444
BSU39140;yxiK;3.2978;33.5179;0.010831;0.0032844;0.0050254;0.00049444
BSU39150;yxiJ;1.6219;56.4445;0.0062208;0.0038355;0.017207;0.00049444
BSU39160;yxiI;4.3399;388.2182;0.018937;0.0043635;0.044229;0.00049444
BSU39170;yxzG;5.1622;348.3682;0.022766;0.0044101;0.033367;0.00049444
BSU39180;yxiH;3.9414;73.3119;0.015751;0.0039963;0.009197;0.00049444
BSU39190;yxiG;6.0395;129.2998;0.023215;0.0038438;0.010586;0.00049444
BSU39200;yxzC;11.4368;193.2573;0.044414;0.0038835;0.0083551;0.00049444
BSU39210;yxiF;7.9494;92.7799;0.030434;0.0038285;0.0057708;0.00049444
BSU39220;yxxG;27.6038;859.1063;0.051037;0.0018489;0.015388;0.00049444
BSU39230;wapA;47.2831;1040.8932;0.081709;0.0017281;0.010885;0.00049444
BSU39240;yxxF;1.3285;3.2802;0.011665;0.0087811;0.0012209;0.00049444
BSU39250;yxiE;0.78732;222.201;0.011681;0.014836;0.13954;0.00049444
BSU39260;bglH;0.65282;34.029;0.0024505;0.0037538;0.025774;0.00049444
BSU39270;bglP;0.31483;2.2144;0.0018583;0.0059025;0.0034778;0.00049444
BSU39280;yxxE;0.35169;1.1329;0.003998;0.011368;0.0015928;0.00049444
BSU39290;yxxD;0.35011;387.1888;0.0027772;0.0079325;0.54682;0.00049444
BSU39300;yxiD;3.1295;38.1002;0.022453;0.0071745;0.0060196;0.00049444
BSU39310;yxiC;1.6553;156.5532;0.015152;0.0091533;0.046762;0.00049444
BSU39320;yxiB;1.6435;40.1248;0.015538;0.0094542;0.012072;0.00049444
BSU39330;yxiA;0.098856;0.96907;0.0019452;0.019677;0.0048469;0.00049444
BSU39340;hutP;0.83915;226.9806;0.024208;0.028849;0.13374;0.00049444
BSU39350;hutH;0.053045;4.9437;0.0003712;0.0069978;0.046082;0.00049444
BSU39360;hutU;0.088842;11.242;0.00021102;0.0023753;0.062566;0.00049444
BSU39370;hutI;0.1684;537.3609;0.00081523;0.0048409;1.5777;0.00049444
BSU39380;hutG;0.18661;13.0778;0.0012159;0.0065155;0.034651;0.00049444
BSU39390;hutM;0.12789;1.2313;0.00076154;0.0059546;0.0047604;0.00049444
BSU39400;pdp;1.4158;463.2356;0.0072215;0.0051006;0.16178;0.00049444
BSU39410;nupC;1.5366;5.1397;0.0088516;0.0057605;0.0016538;0.00049444
BSU39420;dra;2.4661;544.0881;0.013195;0.0053504;0.10909;0.00049444
BSU39430;deoR;1.1592;58.8018;0.012537;0.010815;0.025081;0.00049444
BSU39440;yxxB;0.44037;9.1033;0.0031812;0.0072238;0.010221;0.00049444
BSU39450;yxeR;0.77584;46.6885;0.006018;0.0077567;0.029755;0.00049444
BSU39460;yxeQ;2.4553;828.3965;0.017577;0.0071588;0.16682;0.00049444
BSU39470;yxeP;4.6862;67.0374;0.038042;0.008118;0.0070732;0.00049444
BSU39480;yxeO;4.5661;93.2588;0.040387;0.0088451;0.010099;0.00049444
BSU39490;yxeN;5.4411;1870.8985;0.054106;0.009944;0.17001;0.00049444
BSU39500;yxeM;4.9745;304.5459;0.054138;0.010883;0.030271;0.00049444
BSU39510;yxeL;5.6069;420.9295;0.062517;0.01115;0.037119;0.00049444
BSU39520;yxeK;3.7613;316.8484;0.047022;0.012502;0.041652;0.00049444
BSU39530;yxeJ;0.094966;59.5599;0.00013714;0.0014441;0.3101;0.00049444
BSU39540;yxeI;0.13929;18.4578;0.00070765;0.0050804;0.065521;0.00049444
BSU39550;yxeH;3.5798;185.2663;0.017069;0.0047682;0.025589;0.00049444
BSU39560;yxeG;2.0736;38.3795;0.018914;0.0091215;0.0091516;0.00049444
BSU39570;yxeF;1.9568;63.2027;0.020626;0.010541;0.01597;0.00049444
BSU39580;yxeE;0.019179;4.9055;0.00013213;0.006889;0.12646;0.00049444
BSU39590;yxeD;0.042671;1.7157;7.5594e-05;0.0017715;0.01988;0.00049444
BSU39600;yxeC;6.4839;54.3991;0.024723;0.0038129;0.0041483;0.00049444
BSU39610;yxeB;0.63112;869.0063;0.0047705;0.0075588;0.68081;0.00049444
BSU39620;yxeA;0.052536;2.4755;0.00029276;0.0055725;0.023298;0.00049444
BSU39630;yxdM;0.27924;33.7033;0.0019263;0.0068983;0.059678;0.00049444
BSU39640;yxdL;0.12576;38.2657;0.0010664;0.0084796;0.15045;0.00049444
BSU39650;yxdK;0.30955;7.2624;0.0032216;0.010407;0.0116;0.00049444
BSU39660;yxdJ;0.50128;63.7908;0.0066762;0.013318;0.062921;0.00049444
BSU39670;fbaB;0.18958;3.7762;0.00060205;0.0031756;0.0098485;0.00049444
BSU39680;iolI;0.2032;1.3095;0.00060382;0.0029715;0.0031865;0.00049444
BSU39690;iolH;0.091235;1.5088;0.00031734;0.0034782;0.0081766;0.00049444
BSU39700;idh;0.24373;55.1884;0.0009679;0.0039712;0.11196;0.00049444
BSU39710;iolF;0.17739;9.2579;0.00098924;0.0055768;0.025805;0.00049444
BSU39720;iolE;0.11161;0.64108;0.00090722;0.0081285;0.0028401;0.00049444
BSU39730;iolD;0.22616;33.7609;0.0013477;0.005959;0.073809;0.00049444
BSU39740;iolC;0.21625;4.296;0.0013568;0.0062739;0.0098225;0.00049444
BSU39750;iolB;0.33454;10.8379;0.0020639;0.0061694;0.016018;0.00049444
BSU39760;mmsA;0.47669;67.2982;0.0032332;0.0067826;0.069805;0.00049444
BSU39770;iolR;1.4998;23.1573;0.014719;0.0098139;0.0076345;0.00049444
BSU39780;iolS;1.7133;499.5668;0.0077464;0.0045213;0.14417;0.00049444
BSU39790;yxcE;0.75102;9.487;0.021118;0.028119;0.0062459;0.00049444
BSU39800;yxcD;1.0498;57.3911;0.01939;0.018469;0.027029;0.00049444
BSU39810;csbC;1.6246;16.2519;0.01007;0.0061985;0.0049461;0.00049444
BSU39820;htpG;6.4744;577.3925;0.011494;0.0017752;0.044095;0.00049444
BSU39830;yxcA;0.80441;30.1234;0.0024022;0.0029863;0.018516;0.00049444
BSU39840;yxbG;0.1722;16.5986;0.0012268;0.0071243;0.047659;0.00049444
BSU39850;yxbF;0.22095;8.7747;0.0036215;0.01639;0.019636;0.00049444
BSU39860;aldX;0.20133;3.3548;0.00072639;0.003608;0.008239;0.00049444
BSU39870;yxbD;0.65485;225.1693;0.0036202;0.0055282;0.17001;0.00049444
BSU39880;yxbC;1.7544;29.2893;0.0030424;0.0017341;0.0082545;0.00049444
BSU39890;yxbB;2.0637;51.6874;0.02706;0.013113;0.012384;0.00049444
BSU39900;yxbA;1.4444;27.1313;0.032682;0.022627;0.0092876;0.00049444
BSU39910;yxnB;1.4743;302.5482;0.046451;0.031508;0.10147;0.00049444
BSU39920;asnH;0.78568;33.3879;0.019223;0.024467;0.021012;0.00049444
BSU39930;yxaM;0.50802;45.5566;0.012965;0.025521;0.044339;0.00049444
BSU39940;yxaL;5.0783;349.2061;0.03284;0.0064668;0.034;0.00049444
BSU39950;yxaJ;2.9853;61.7112;0.0043109;0.0014441;0.010221;0.00049444
BSU39960;yxaI;5.1935;235.6344;0.020766;0.0039984;0.022433;0.00049444
BSU39970;yxaH;0.072033;30.6867;0.00033135;0.0046;0.21064;0.00049444
BSU39980;yxaG;0.22571;11.2251;0.00033678;0.0014921;0.02459;0.00049444
BSU39990;yxaF;0.51515;51.4054;0.0034766;0.0067488;0.049339;0.00049444
BSU40000;yxnA;0.32198;2.3509;0.0017155;0.0053279;0.0036101;0.00049444
BSU40010;yxaD;0.18371;0.59291;0.0013929;0.0075823;0.0015958;0.00049444
BSU40020;yxaC;0.11127;2.8665;0.0017021;0.015297;0.012737;0.00049444
BSU40030;yxaB;0.49629;16.3806;0.0028324;0.0057073;0.01632;0.00049444
BSU40040;yxaA;0.41041;19.1983;0.0017676;0.0043068;0.023129;0.00049444
BSU40050;gntR;0.88669;181.1801;0.0088849;0.01002;0.10103;0.00049444
BSU40060;gntK;1.9656;94.6978;0.018597;0.0094611;0.023821;0.00049444
BSU40070;gntP;2.5096;68.4909;0.0083634;0.0033325;0.013494;0.00049444
BSU40080;gntZ;3.453;1134.182;0.010298;0.0029823;0.16241;0.00049444
BSU40090;ahpC;27.0375;18476.35;0.051521;0.0019056;0.33788;0.00049444
BSU40100;ahpF;8.1271;2343.094;0.016173;0.00199;0.14255;0.00049444
BSU40110;bglA;0.27256;2.5808;0.0016824;0.0061725;0.0046818;0.00049444
BSU40120;yyzE;0.26562;3.649;0.00040639;0.00153;0.0067924;0.00049444
BSU40130;yydK;0.31187;3.7615;0.0083949;0.026918;0.0059636;0.00049444
BSU40140;yydJ;1.8224;2017.6706;0.060631;0.033269;0.54742;0.00049444
BSU40150;yydI;3.0766;5648.5278;0.17799;0.057854;0.90779;0.00049444
BSU40160;yydH;0.97386;38.4;0.027726;0.02847;0.019496;0.00049444
BSU40170;yydG;1.3293;3.57;0.023081;0.017363;0.0013278;0.00049444
BSU40180;yydF;6.3264;169.8434;0.0091357;0.0014441;0.013274;0.00049444
BSU40190;fbp;1.7083;136.534;0.017932;0.010497;0.039518;0.00049444
BSU40200;yydD;3.0612;189.4724;0.024196;0.0079041;0.030604;0.00049444
BSU40210;yydC;2.2674;53.6728;0.0065977;0.0029098;0.011704;0.00049444
BSU40220;yydB;3.9246;169.9754;0.04302;0.010962;0.021415;0.00049444
BSU40230;yydA;2.4316;40.5183;0.027744;0.01141;0.008239;0.00049444
BSU40240;yycS;0.11737;0.80841;0.00081177;0.0069161;0.0034055;0.00049444
BSU40250;yycR;0.6238;39.4958;0.00091348;0.0014644;0.031305;0.00049444
BSU40260;yycQ;0.20736;18.4378;0.0003755;0.0018109;0.043965;0.00049444
BSU40270;yycP;0.035175;0.29758;0.00032298;0.0091822;0.004183;0.00049444
BSU40280;yycO;0.044687;1.188;0.00058692;0.013134;0.013145;0.00049444
BSU40290;yycN;0.28918;15.6725;0.0014397;0.0049784;0.026797;0.00049444
BSU40300;rapG;2.6994;80.1062;0.0076248;0.0028246;0.014673;0.00049444
BSU40310;phrG;3.004;30.1351;0.011708;0.0038976;0.0049601;0.00049444
BSU40320;rocF;1.4679;168.203;0.0071298;0.0048571;0.056656;0.00049444
BSU40330;rocE;2.7199;70.4313;0.016625;0.0061123;0.012804;0.00049444
BSU40340;rocD;2.3108;1455.0065;0.01072;0.004639;0.31134;0.00049444
BSU40350;rocR;2.0742;45.8375;0.015719;0.0075783;0.010927;0.00049444
BSU40360;yyxA;1.7013;82.6662;0.017175;0.010095;0.024025;0.00049444
BSU40370;yycJ;1.3055;20.6909;0.016034;0.012282;0.0078365;0.00049444
BSU40380;yycI;3.0135;19.421;0.039921;0.013247;0.0031865;0.00049444
BSU40390;yycH;4.0948;37.9918;0.052944;0.01293;0.0045875;0.00049444
BSU40400;yycG;2.7987;152.3299;0.037058;0.013241;0.026912;0.00049444
BSU40410;yycF;2.4905;279.6276;0.034496;0.013851;0.055516;0.00049444
BSU40420;purA;7.2323;7933.0151;0.058491;0.0080875;0.54235;0.00049444
BSU40430;yycE;0.039811;2.9278;0.00021997;0.0055254;0.036363;0.00049444
BSU40440;dnaC;0.93788;43.0249;0.017144;0.018279;0.022683;0.00049444
