time	mRNA_A	mRNA_B	DacA	RsbU	dATP	dCTP	dGTP	dTTP	ATP	CTP	GTP	UTP	chromosome
0	0	0	0	0	10000000	10000000	10000000	10000000	100000000	100000000	100000000	100000000	1
1	0	0	0	0	9999452	9999683	9999664	9999453	99999984	99999994	99999796	99999987	1
2	0	0	0	0	9998436	9999024	9999019	9998497	99999949	99999967	99999784	99999952	1
3	0	0	0	0	9997336	9998290	9998284	9997374	99999924	99999942	99999764	99999914	1
4	0	0	0	0	9996335	9997609	9997601	9996355	99999904	99999910	99999738	99999877	1
5	0	0	0	0	9995480	9996959	9996936	9995543	99999852	99999878	99999711	99999826	1
6	0	0	0	0	9994550	9996143	9996129	9994557	99999817	99999844	99999687	99999765	1
7	0	0	0	0	9993640	9995436	9995422	9993670	99999767	99999797	99999657	99999717	1
8	0	0	0	0	9992739	9994730	9994710	9992788	99999682	99999736	99999618	99999630	1
9	0	0	0	0	9991857	9994110	9994052	9991914	99999606	99999667	99999559	99999527	1
10	0	0	0	0	9990776	9993263	9993256	9990799	99999499	99999573	99999491	99999410	1
11	0	0	0	0	9989858	9992647	9992627	9989886	99999396	99999484	99999415	99999257	1
12	0	0	0	0	9988852	9991924	9991909	9988901	99999287	99999381	99999339	99999102	1
13	0	0	0	0	9988040	9991225	9991177	9988051	99999155	99999241	99999249	99998915	1
14	0	0	0	0	9987203	9990408	9990399	9987163	99998986	99999115	99999148	99998766	1
15	0	0	0	0	9986183	9989589	9989546	9986199	99998862	99999000	99999064	99998577	1
16	0	0	0	0	9985327	9988815	9988737	9985387	99998693	99998850	99998946	99998376	1
17	0	0	0	0	9984538	9988010	9987944	9984579	99998518	99998685	99998830	99998143	1
18	0	0	0	0	9983715	9987164	9987140	9983714	99998301	99998493	99998683	99997897	1
19	0	0	0	0	9982731	9986414	9986401	9982714	99998093	99998294	99998522	99997620	1
20	0	0	0	0	9981735	9985767	9985738	9981766	99997851	99998089	99998351	99997308	1
21	0	0	0	0	9980731	9984971	9984957	9980757	99997598	99997859	99998186	99997000	1
22	0	0	0	0	9979761	9984322	9984295	9979782	99997376	99997635	99998026	99996650	1
23	0	0	0	0	9978981	9983790	9983722	9979041	99997074	99997406	99997835	99996294	1
24	0	0	0	0	9977834	9982861	9982812	9977798	99996795	99997131	99997638	99995928	1
25	0	0	0	0	9976912	9982105	9982090	9976906	99996477	99996881	99997447	99995563	1
26	0	0	0	0	9975963	9981385	9981356	9975968	99996142	99996589	99997205	99995162	1
27	0	0	0	0	9974971	9980660	9980631	9974979	99995811	99996296	99996964	99994727	1
28	0	0	0	0	9974074	9979949	9979967	9974047	99995464	99995987	99996731	99994251	1
29	0	0	0	0	9973377	9979379	9979389	9973279	99995079	99995657	99996465	99993781	1
30	0	0	0	0	9972301	9978544	9978582	9972292	99994705	99995346	99996215	99993292	1
31	0	0	0	0	9971194	9977807	9977819	9971155	99994319	99995029	99995967	99992769	1
32	0	0	0	0	9970263	9977226	9977221	9970226	99993906	99994666	99995691	99992256	1
33	0	0	0	0	9969193	9976491	9976470	9969195	99993481	99994311	99995406	99991686	1
34	0	0	0	0	9968441	9975972	9975914	9968440	99993040	99993914	99995084	99991132	1
35	0	0	0	0	9967223	9975214	9975203	9967238	99992591	99993523	99994754	99990571	1
36	0	0	0	0	9966317	9974672	9974639	9966343	99992166	99993161	99994449	99990032	1
37	0	0	0	0	9965347	9974059	9974002	9965348	99991704	99992726	99994120	99989427	1
38	0	0	0	0	9964553	9973364	9973278	9964547	99991233	99992304	99993797	99988819	1
39	0	0	0	0	9963514	9972471	9972430	9963565	99990779	99991847	99993455	99988193	1
40	0	0	0	0	9962574	9971705	9971649	9962626	99990259	99991411	99993102	99987543	1
41	0	0	0	0	9961680	9970879	9970863	9961715	99989767	99990988	99992712	99986877	1
42	0	0	0	0	9960883	9970012	9970021	9960878	99989189	99990454	99992353	99986237	1
43	0	0	0	0	9960079	9969266	9969250	9960060	99988681	99989964	99991959	99985553	1
44	0	0	0	0	9959160	9968638	9968612	9959141	99988138	99989468	99991549	99984883	1
45	0	0	0	0	9958123	9967863	9967844	9958143	99987568	99988956	99991180	99984198	1
46	0	0	0	0	9957097	9967161	9967121	9957094	99986987	99988415	99990757	99983440	1
47	0	0	0	0	9956196	9966449	9966433	9956200	99986426	99987875	99990344	99982692	1
48	0	0	0	0	9955208	9965877	9965840	9955231	99985882	99987324	99989927	99981956	1
49	0	0	0	0	9954158	9965320	9965307	9954200	99985301	99986781	99989483	99981232	1
50	0	0	0	0	9953041	9964739	9964736	9953107	99984688	99986195	99989052	99980428	1
51	0	0	0	0	9951979	9964232	9964188	9952044	99984029	99985575	99988621	99979661	1
52	0	0	0	0	9950900	9963629	9963574	9950987	99983401	99984986	99988184	99978833	1
53	0	0	0	0	9949836	9962881	9962881	9949898	99982733	99984332	99987714	99978014	1
54	0	0	0	0	9948873	9962138	9962111	9948917	99982070	99983696	99987246	99977152	1
55	0	0	0	0	9947905	9961451	9961472	9947887	99981386	99983021	99986727	99976243	1
56	0	0	0	0	9946974	9960849	9960790	9947034	99980654	99982315	99986215	99975343	1
57	0	0	0	0	9946015	9960092	9960101	9946014	99979930	99981602	99985695	99974398	1
58	0	0	0	0	9945063	9959431	9959388	9945077	99979206	99980896	99985189	99973525	1
59	0	0	0	0	9944151	9958762	9958717	9944145	99978494	99980220	99984674	99972602	1
60	0	0	0	0	9943171	9958123	9958078	9943224	99977755	99979494	99984106	99971668	1
61	0	0	0	0	9942136	9957416	9957381	9942125	99976974	99978738	99983563	99970683	1
62	0	0	0	0	9941162	9956657	9956626	9941185	99976222	99977982	99983012	99969753	1
63	0	0	0	0	9940325	9956016	9955925	9940352	99975442	99977229	99982429	99968770	1
64	0	0	0	0	9939316	9955237	9955200	9939316	99974645	99976475	99981851	99967833	1
65	0	0	0	0	9938459	9954464	9954432	9938436	99973820	99975677	99981268	99966812	1
66	0	0	0	0	9937619	9953743	9953695	9937606	99973046	99974916	99980676	99965804	1
67	0	0	0	0	9936492	9952768	9952758	9936510	99972213	99974140	99980130	99964803	1
68	0	0	0	0	9935650	9952138	9952112	9935675	99971364	99973413	99979524	99963736	1
69	0	0	0	0	9934703	9951452	9951428	9934706	99970472	99972570	99978929	99962701	1
70	0	0	0	0	9933797	9950716	9950685	9933819	99969592	99971704	99978277	99961618	1
71	0	0	0	0	9932978	9950044	9950020	9933017	99968705	99970854	99977638	99960505	1
72	0	0	0	0	9931987	9949270	9949220	9932030	99967817	99969963	99976991	99959358	1
73	0	0	0	0	9931191	9948628	9948594	9931219	99966922	99969117	99976328	99958215	1
74	0	0	0	0	9930126	9947736	9947715	9930180	99965983	99968231	99975685	99957088	1
75	0	0	0	0	9929196	9947069	9947068	9929247	99964995	99967306	99975032	99955961	1
76	0	0	0	0	9928253	9946319	9946294	9928274	99964010	99966420	99974343	99954802	1
77	0	0	0	0	9927487	9945688	9945632	9927493	99962954	99965444	99973645	99953583	1
78	0	0	0	0	9926536	9944952	9944918	9926589	99961999	99964513	99972939	99952356	1
79	0	0	0	0	9925532	9944190	9944170	9925536	99961037	99963559	99972219	99951144	1
80	0	0	0	0	9924607	9943517	9943449	9924601	99960017	99962608	99971510	99949902	1
81	0	0	0	0	9923699	9942715	9942680	9923712	99959047	99961622	99970810	99948647	1
82	0	0	0	0	9922767	9941947	9941892	9922795	99958006	99960617	99970120	99947416	1
83	0	0	0	0	9921847	9941203	9941188	9921829	99956997	99959631	99969401	99946131	1
84	0	0	0	0	9920984	9940560	9940548	9921008	99955988	99958641	99968655	99944913	1
85	0	0	0	0	9919908	9939793	9939776	9919942	99954953	99957597	99967908	99943617	1
86	0	0	0	0	9919107	9939088	9939071	9919072	99953881	99956521	99967128	99942341	1
87	0	0	0	0	9918182	9938361	9938351	9918208	99952752	99955429	99966344	99940984	1
88	1	0	0	0	9917259	9937598	9937556	9917274	99951651	99954394	99965547	99939744	1
89	1	0	0	0	9916367	9936865	9936827	9916409	99950549	99953344	99964787	99938309	1
90	2	0	0	0	9915498	9936036	9936058	9915511	99949464	99952260	99963913	99936972	1
91	2	0	0	0	9914685	9935396	9935399	9914645	99948318	99951168	99962893	99935551	1
92	2	0	0	0	9913602	9934603	9934570	9913621	99947109	99950123	99961791	99934222	1
93	3	0	0	0	9912739	9933941	9933927	9912764	99945835	99949032	99960421	99932859	1
94	3	0	0	0	9911770	9933067	9933054	9911785	99944367	99947947	99958672	99931443	1
95	3	0	0	0	9910999	9932410	9932409	9911039	99942787	99946771	99956664	99929935	1
96	4	0	0	0	9910222	9931892	9931793	9910294	99941126	99945637	99954464	99928480	1
97	4	0	0	0	9909303	9930981	9930926	9909362	99939392	99944500	99951902	99927064	1
98	4	0	0	0	9908243	9930180	9930183	9908339	99937570	99943341	99948993	99925544	1
99	5	0	0	0	9907284	9929602	9929537	9907362	99935678	99942157	99946065	99924033	1
100	5	0	0	0	9906118	9928861	9928836	9906147	99933748	99940973	99942946	99922452	1
101	5	0	0	0	9905153	9928393	9928372	9905211	99931547	99939806	99939392	99920933	1
102	7	1	0	0	9903975	9927764	9927712	9904019	99929339	99938598	99935498	99919431	1
103	7	1	0	0	9902904	9927167	9927132	9902909	99927065	99937394	99931372	99917932	1
104	7	1	0	0	9901968	9926535	9926538	9901975	99924672	99936178	99926972	99916322	1
105	8	1	1	0	9901110	9925795	9925782	9901069	99922052	99934923	99921999	99914791	1
106	8	1	1	0	9900163	9925079	9925061	9900183	99919206	99933676	99916356	99913206	1
107	8	1	2	0	9899048	9924340	9924305	9899058	99916137	99932448	99910034	99911661	1
108	9	1	5	0	9898102	9923779	9923779	9898134	99912922	99931165	99903386	99910057	1
109	10	1	10	0	9896984	9923173	9923163	9896985	99909591	99929981	99896307	99908435	1
110	10	1	12	0	9895989	9922593	9922544	9896040	99906136	99928726	99888866	99906806	1
111	11	1	13	0	9895071	9921909	9921859	9895064	99902551	99927442	99881271	99905126	1
112	12	2	18	0	9894196	9921183	9921120	9894214	99898806	99926158	99873176	99903455	1
113	13	2	23	0	9893326	9920370	9920304	9893356	99894848	99924880	99864341	99901798	1
114	13	4	27	1	9892430	9919450	9919444	9892464	99890588	99923557	99854713	99900137	1
115	14	4	27	1	9891660	9918680	9918654	9891655	99886095	99922279	99844338	99898427	1
116	15	5	30	2	9890769	9917772	9917772	9890750	99881219	99921074	99832577	99896729	1
117	15	5	31	2	9889907	9917002	9916979	9889904	99875980	99919784	99820023	99895010	1
118	15	5	35	2	9888996	9916239	9916219	9889012	99870396	99918468	99806290	99893278	1
119	17	5	39	2	9888220	9915474	9915460	9888222	99864615	99917086	99792059	99891634	1
120	19	6	44	4	9887491	9914856	9914790	9887576	99858380	99915850	99776317	99889957	1
121	19	7	50	4	9886628	9913996	9913922	9886708	99852094	99914606	99760507	99888337	1
122	19	8	60	5	9885819	9913091	9913031	9885877	99845425	99913339	99743498	99886720	1
123	19	9	66	5	9885104	9912430	9912384	9885040	99838455	99912083	99725711	99885164	1
124	19	10	71	6	9883792	9911512	9911524	9883801	99831075	99910879	99706505	99883397	1
125	21	10	79	8	9882869	9910818	9910775	9882873	99823120	99909575	99685757	99881754	1
126	21	10	86	12	9882025	9910096	9910053	9882086	99814968	99908267	99664207	99880122	1
127	23	10	92	16	9881113	9909361	9909317	9881157	99806218	99906989	99641193	99878499	1
128	23	11	101	17	9880176	9908546	9908541	9880191	99797304	99905759	99617306	99876859	1
129	23	11	112	22	9879205	9907872	9907862	9879220	99787867	99904496	99592002	99875259	1
130	23	11	120	23	9878420	9907145	9907106	9878403	99778302	99903180	99566455	99873577	1
131	23	12	135	28	9877506	9906412	9906383	9877532	99768354	99901873	99539811	99871886	1
132	24	12	139	32	9876537	9905733	9905720	9876524	99758016	99900584	99511809	99870188	1
133	25	12	153	37	9875602	9905007	9904967	9875601	99747409	99899245	99483283	99868426	1
134	26	12	164	38	9874802	9904342	9904314	9874799	99736595	99897929	99454071	99866700	1
135	27	12	178	45	9874063	9903793	9903772	9874068	99725372	99896594	99423664	99864943	1
136	27	13	193	50	9872951	9903047	9902988	9872964	99713962	99895227	99392576	99863161	1
137	27	13	208	55	9871953	9902195	9902162	9871962	99702250	99893827	99360727	99861344	1
138	27	13	220	64	9870905	9901378	9901363	9870925	99690336	99892439	99328367	99859564	1
139	29	13	242	68	9869995	9900797	9900791	9870052	99677815	99891059	99294104	99857728	1
140	30	13	252	78	9869008	9900053	9900034	9869010	99665384	99889631	99260213	99855936	1
141	31	14	267	92	9868058	9899331	9899274	9868086	99652601	99888204	99225115	99854222	1
142	31	14	285	100	9867094	9898714	9898711	9867091	99639537	99886831	99189343	99852404	1
143	31	15	301	110	9866009	9898083	9898053	9866036	99626353	99885473	99153006	99850520	1
144	31	16	318	120	9865139	9897459	9897450	9865174	99612488	99884042	99115000	99848736	1
145	31	16	332	123	9864061	9896694	9896690	9864053	99598493	99882636	99076220	99846849	1
146	33	16	350	129	9863020	9896016	9896000	9863052	99584069	99881225	99036429	99845080	1
147	34	16	367	135	9862135	9895289	9895295	9862163	99569443	99879837	98995883	99843325	1
148	34	16	384	140	9861188	9894615	9894602	9861140	99554133	99878428	98953214	99841531	1
149	34	17	399	151	9860272	9893906	9893916	9860269	99538423	99876964	98909570	99839730	1
150	34	17	425	158	9859322	9892991	9892994	9859312	99522731	99875534	98865978	99837868	1
151	35	17	448	169	9858488	9892348	9892331	9858495	99506667	99874086	98821255	99835931	1
152	35	17	457	182	9857661	9891732	9891701	9857717	99489820	99872573	98774502	99834099	1
153	36	17	478	189	9856623	9890884	9890879	9856643	99472642	99871088	98726612	99832157	1
154	37	17	508	205	9855750	9890153	9890152	9855776	99455485	99869634	98678541	99830230	1
155	37	17	536	219	9854883	9889325	9889329	9854877	99438172	99868169	98630205	99828150	1
156	37	18	555	233	9853975	9888619	9888636	9853957	99420522	99866628	98580844	99826183	1
157	39	20	578	244	9852926	9887913	9887912	9852898	99402803	99865094	98531329	99824222	1
158	39	20	594	259	9852032	9887287	9887286	9852056	99384776	99863577	98480952	99822349	1
159	40	20	619	269	9851106	9886623	9886629	9851123	99366481	99862038	98429648	99820360	1
160	42	21	639	276	9850164	9885975	9885966	9850176	99347680	99860550	98376826	99818468	1
161	42	21	669	286	9849284	9885256	9885233	9849326	99328429	99859142	98322887	99816532	1
162	42	21	691	301	9848279	9884405	9884413	9848288	99308886	99857677	98267871	99814556	1
163	42	21	723	315	9847435	9883817	9883772	9847471	99288994	99856118	98211897	99812565	1
164	42	21	749	327	9846440	9883021	9882989	9846486	99268221	99854565	98153308	99810642	1
165	42	21	774	342	9845512	9882205	9882189	9845541	99247233	99853074	98093953	99808672	1
166	44	21	803	356	9844555	9881471	9881440	9844633	99226275	99851497	98034722	99806763	1
167	44	22	838	373	9843682	9880688	9880676	9843689	99204892	99850000	97974222	99804793	1
168	44	23	862	386	9842954	9880071	9880031	9842934	99183863	99848481	97914787	99802798	1
169	44	23	892	397	9841977	9879258	9879207	9842018	99162097	99846960	97853167	99800917	1
170	44	23	923	416	9840946	9878479	9878463	9840983	99140198	99845442	97791160	99798925	1
171	45	23	956	432	9840013	9877776	9877756	9840028	99118153	99843836	97728884	99796936	1
172	46	24	984	445	9839203	9877200	9877170	9839246	99095871	99842328	97665679	99794973	1
173	46	24	1004	465	9838532	9876593	9876535	9838622	99072912	99840777	97600686	99792970	1
174	48	25	1036	486	9837580	9875811	9875720	9837669	99049949	99839184	97535162	99791013	1
175	48	25	1073	501	9836512	9874911	9874877	9836508	99026507	99837674	97468546	99789092	1
176	48	25	1098	521	9835762	9874265	9874229	9835700	99003194	99836101	97402108	99787118	1
177	49	26	1128	537	9834707	9873486	9873435	9834705	98979429	99834480	97334934	99785182	1
178	49	26	1159	554	9833599	9872624	9872615	9833619	98955334	99832936	97266625	99783168	1
179	51	26	1201	568	9832657	9871948	9871907	9832716	98931100	99831339	97197715	99781062	1
180	52	26	1234	582	9831942	9871343	9871350	9831862	98906752	99829800	97128408	99779033	1
181	53	26	1282	595	9830928	9870668	9870619	9830929	98882277	99828208	97058593	99776942	1
182	53	28	1317	617	9829893	9869855	9869829	9829870	98857587	99826545	96988230	99774970	1
183	54	28	1354	636	9828995	9869158	9869111	9829057	98832198	99824923	96915928	99772985	1
184	54	28	1386	648	9828196	9868501	9868454	9828236	98806735	99823378	96843124	99771030	1
185	56	28	1415	674	9827120	9867657	9867622	9827120	98780942	99821789	96769482	99769093	1
186	57	28	1450	688	9826188	9866921	9866914	9826201	98754920	99820195	96695319	99767104	1
187	57	29	1493	707	9825347	9866331	9866335	9825395	98728257	99818634	96619144	99765063	1
188	58	30	1535	722	9824363	9865575	9865537	9824357	98701860	99817072	96543732	99763062	1
189	58	30	1571	742	9823438	9864905	9864859	9823469	98675009	99815534	96467128	99761148	1
190	59	30	1606	764	9822516	9864158	9864166	9822543	98648213	99813975	96390385	99759243	1
191	61	31	1651	783	9821702	9863536	9863484	9821763	98621444	99812418	96313741	99757147	1
192	61	31	1680	800	9820699	9862682	9862675	9820713	98594903	99810885	96237751	99755154	1
193	62	31	1716	817	9819849	9862019	9861951	9819815	98568064	99809330	96161083	99753171	1
194	62	33	1763	839	9818965	9861163	9861133	9818900	98541322	99807745	96084600	99751153	1
195	62	33	1800	869	9818006	9860393	9860370	9818035	98514831	99806182	96008933	99749181	1
196	63	33	1848	891	9817202	9859558	9859520	9817231	98488699	99804622	95934268	99747124	1
197	63	33	1887	909	9816281	9858634	9858615	9816302	98462789	99802984	95860401	99745074	1
198	64	34	1925	931	9815512	9857851	9857814	9815567	98435951	99801360	95783889	99743005	1
199	67	34	1971	951	9814720	9857076	9857046	9814773	98409346	99799780	95708017	99740946	1
200	68	35	2014	969	9813954	9856308	9856231	9813977	98382743	99798123	95632092	99738930	1
201	68	35	2057	985	9812957	9855406	9855389	9812925	98355974	99796506	95555601	99736853	1
202	70	36	2101	1011	9812288	9854777	9854729	9812358	98329414	99794937	95479675	99734859	1
203	71	36	2150	1029	9811562	9854071	9854005	9811660	98302868	99793417	95403811	99732831	1
204	71	37	2186	1051	9810531	9853058	9853045	9810589	98276072	99791801	95327352	99730868	1
205	71	37	2230	1069	9809737	9852278	9852246	9809735	98249361	99790258	95250995	99728847	1
206	71	37	2260	1086	9809053	9851548	9851518	9809044	98222309	99788653	95173716	99726719	1
207	71	38	2299	1110	9808222	9850663	9850645	9808225	98195531	99787045	95097409	99724668	1
208	72	39	2342	1127	9807383	9849773	9849762	9807379	98168676	99785453	95020664	99722596	1
209	73	40	2376	1144	9806641	9848941	9848928	9806632	98142130	99783877	94944767	99720608	1
210	74	41	2421	1170	9805849	9848192	9848163	9805842	98115394	99782327	94868487	99718581	1
211	74	41	2446	1195	9805077	9847368	9847360	9805080	98088470	99780763	94791665	99716555	1
212	75	42	2493	1210	9804120	9846416	9846400	9804140	98061584	99779155	94714916	99714523	1
213	77	42	2536	1238	9803265	9845551	9845539	9803273	98034856	99777544	94638606	99712574	1
214	78	42	2579	1254	9802377	9844784	9844785	9802433	98008284	99775965	94562665	99710505	1
215	78	42	2624	1276	9801575	9844290	9844233	9801601	97981769	99774374	94487003	99708424	1
216	79	43	2676	1303	9800581	9843516	9843494	9800667	97955113	99772777	94410894	99706335	1
217	81	44	2711	1325	9799688	9842927	9842854	9799701	97928493	99771192	94334826	99704316	1
218	81	44	2752	1342	9798566	9842234	9842208	9798594	97901604	99769592	94257685	99702305	1
219	83	45	2797	1363	9797611	9841546	9841524	9797630	97874659	99767996	94180572	99700319	1
220	83	46	2847	1382	9796747	9840720	9840723	9796744	97848179	99766482	94104998	99698354	1
221	85	47	2883	1400	9795857	9839900	9839889	9795864	97821781	99764934	94029304	99696343	1
222	87	47	2922	1420	9795006	9839240	9839249	9794964	97795161	99763355	93953139	99694457	1
223	88	47	2959	1439	9794131	9838595	9838577	9794201	97768432	99761871	93876510	99692555	1
224	89	47	3005	1470	9793116	9837808	9837793	9793096	97741625	99760335	93799637	99690627	1
225	90	48	3028	1488	9792243	9837209	9837216	9792196	97714795	99758859	93722937	99688748	1
226	90	48	3069	1509	9791213	9836486	9836461	9791262	97687845	99757392	93645649	99686861	1
227	90	48	3110	1531	9790288	9835762	9835765	9790243	97661381	99755871	93569955	99684866	1
228	92	48	3150	1551	9789376	9835044	9835019	9789384	97634949	99754393	93494384	99682869	1
229	94	48	3195	1579	9788354	9834199	9834198	9788383	97608846	99752828	93419644	99680882	1
230	95	49	3224	1608	9787436	9833507	9833504	9787489	97582628	99751376	93344426	99678945	1
231	95	50	3270	1627	9786634	9832855	9832836	9786743	97555985	99749855	93268246	99677077	1
232	95	51	3313	1647	9785636	9832036	9832001	9785653	97529340	99748328	93191912	99675226	1
233	96	51	3355	1667	9784750	9831265	9831241	9784766	97502531	99746888	93115093	99673304	1
234	96	52	3398	1688	9783837	9830669	9830617	9783872	97475792	99745378	93038472	99671341	1
235	97	52	3444	1707	9782960	9830026	9829983	9782970	97449212	99743909	92962332	99669474	1
236	99	53	3476	1727	9781824	9829265	9829246	9781865	97422642	99742474	92886097	99667507	1
237	99	54	3526	1757	9781092	9828758	9828685	9781090	97395959	99740962	92809694	99665658	1
238	101	54	3562	1776	9779981	9827910	9827868	9779973	97369709	99739503	92734434	99663849	1
239	102	54	3608	1791	9778964	9827127	9827122	9778989	97343453	99738073	92659100	99662086	1
240	103	54	3636	1809	9778084	9826439	9826394	9778113	97316407	99736648	92581470	99660310	1
241	104	55	3678	1830	9777282	9825743	9825722	9777295	97289645	99735222	92504699	99658425	1
242	105	56	3712	1854	9776293	9824879	9824851	9776317	97262879	99733735	92427728	99656574	1
243	105	56	3746	1880	9775478	9824237	9824218	9775534	97236074	99732310	92350836	99654680	1
244	107	56	3783	1901	9774599	9823435	9823436	9774631	97209505	99730847	92274637	99652829	1
245	107	56	3826	1922	9773680	9822706	9822678	9773738	97182902	99729400	92198275	99651084	1
246	108	57	3870	1941	9772829	9822066	9822078	9772830	97156688	99728007	92122922	99649370	1
247	110	57	3924	1961	9771714	9821431	9821408	9771707	97130371	99726577	92047481	99647607	1
248	110	57	3966	1980	9770804	9820844	9820836	9770785	97103725	99725146	91970928	99645748	1
249	110	58	4008	1996	9769931	9820179	9820147	9769942	97077329	99723713	91895233	99643992	1
250	112	58	4048	2024	9768871	9819396	9819360	9768872	97050907	99722308	91819523	99642214	1
251	113	59	4087	2051	9767927	9818659	9818608	9767960	97024432	99720864	91743533	99640402	1
252	113	59	4129	2082	9767030	9817875	9817855	9767088	96997954	99719493	91667525	99638624	1
253	113	59	4173	2101	9766081	9817156	9817137	9766102	96971534	99718108	91591744	99636782	1
254	114	60	4205	2116	9765295	9816573	9816554	9765355	96944492	99716631	91514169	99634910	1
255	114	62	4247	2135	9764171	9815799	9815777	9764222	96917799	99715197	91437626	99633090	1
256	115	62	4289	2163	9763130	9815200	9815189	9763087	96891314	99713781	91361533	99631347	1
257	116	62	4322	2183	9762261	9814610	9814571	9762191	96864656	99712356	91284868	99629489	1
258	118	62	4362	2204	9761324	9813817	9813782	9761269	96838150	99710973	91208742	99627652	1
259	119	62	4396	2231	9760388	9813083	9813041	9760385	96811535	99709558	91132251	99625868	1
260	119	63	4432	2247	9759514	9812350	9812297	9759509	96785117	99708150	91056321	99624123	1
261	120	64	4466	2264	9758574	9811658	9811597	9758615	96758524	99706687	90979996	99622359	1
262	121	64	4511	2288	9757571	9810821	9810811	9757555	96731907	99705279	90903411	99620611	1
263	122	64	4560	2310	9756679	9810167	9810151	9756640	96705336	99703857	90827375	99618932	1
264	122	64	4612	2328	9755753	9809414	9809414	9755719	96679046	99702484	90751828	99617144	1
265	123	64	4642	2353	9754851	9808759	9808742	9754781	96652386	99701072	90675324	99615309	1
266	123	64	4682	2375	9753864	9808195	9808114	9753877	96625657	99699703	90598465	99613567	1
267	124	64	4733	2390	9752932	9807541	9807502	9752833	96599039	99698301	90522043	99611744	1
268	124	64	4774	2412	9751844	9806765	9806721	9751830	96572671	99696866	90446211	99609993	1
269	127	65	4829	2436	9750910	9806000	9805989	9750904	96546365	99695449	90370709	99608161	1
270	127	65	4863	2456	9749966	9805274	9805253	9749961	96520043	99694154	90294970	99606404	1
271	128	65	4901	2474	9749033	9804508	9804513	9749041	96493115	99692737	90217564	99604642	1
272	129	65	4936	2491	9748118	9803769	9803766	9748081	96466235	99691341	90140289	99602896	1
273	130	65	4981	2508	9747111	9803126	9803106	9747163	96439503	99689969	90063497	99601132	1
274	130	65	5010	2530	9746238	9802439	9802404	9746296	96412910	99688596	89986975	99599399	1
275	131	66	5058	2552	9745205	9801708	9801685	9745199	96386638	99687205	89911613	99597688	1
276	131	66	5097	2574	9744280	9801050	9801031	9744227	96359860	99685797	89834644	99595969	1
277	134	66	5142	2596	9743344	9800422	9800374	9743346	96333320	99684410	89758425	99594086	1
278	134	67	5178	2622	9742443	9799611	9799611	9742418	96307012	99683046	89682697	99592341	1
279	134	67	5211	2647	9741734	9799017	9798995	9741677	96280707	99681666	89607057	99590626	1
280	134	67	5260	2664	9740904	9798342	9798304	9740812	96254324	99680279	89531437	99588866	1
281	135	68	5298	2678	9739786	9797514	9797444	9739763	96227696	99678935	89454675	99587098	1
282	136	68	5342	2701	9738772	9796669	9796647	9738772	96201194	99677546	89378451	99585334	1
283	136	68	5388	2728	9737924	9795918	9795909	9737935	96174844	99676127	89302726	99583604	1
284	137	69	5420	2756	9736982	9795086	9795095	9736988	96148563	99674773	89227360	99581828	1
285	138	71	5466	2770	9736103	9794384	9794379	9736125	96122261	99673388	89151519	99580130	1
286	139	71	5511	2791	9735304	9793758	9793739	9735328	96096146	99672009	89076438	99578484	1
287	141	71	5554	2816	9734226	9792981	9792932	9734254	96070064	99670669	89001367	99576850	1
288	142	71	5592	2832	9733344	9792200	9792185	9733292	96043519	99669328	88924918	99575105	1
289	143	71	5634	2851	9732443	9791468	9791447	9732455	96016987	99668004	88848590	99573428	1
290	145	72	5658	2877	9731460	9790883	9790855	9731431	95990529	99666700	88772465	99571785	1
291	145	72	5700	2899	9730535	9790242	9790206	9730516	95963983	99665415	88695996	99570107	1
292	146	73	5750	2912	9729588	9789403	9789383	9729580	95937801	99664064	88620718	99568432	1
293	147	74	5791	2934	9728777	9788648	9788645	9728674	95911359	99662771	88544503	99566769	1
294	147	74	5829	2948	9727938	9787966	9787925	9727954	95885032	99661478	88468632	99565027	1
295	149	74	5873	2974	9727130	9787195	9787192	9727133	95858612	99660165	88392373	99563355	1
296	149	74	5913	2994	9726148	9786331	9786305	9726163	95832247	99658844	88316483	99561670	1
297	150	75	5957	3012	9725351	9785626	9785604	9725402	95805673	99657528	88239861	99559980	1
298	152	75	5994	3037	9724373	9784810	9784814	9724456	95778957	99656209	88162961	99558350	1
299	154	75	6032	3054	9723515	9784154	9784126	9723510	95752364	99654945	88086220	99556735	1
300	155	75	6077	3079	9722523	9783289	9783273	9722546	95725803	99653709	88009648	99555108	1
301	157	77	6123	3100	9721829	9782696	9782666	9721782	95699643	99652497	87934258	99553539	1
302	157	77	6164	3113	9720879	9781873	9781859	9720888	95673381	99651257	87858498	99552015	1
303	157	78	6215	3138	9720031	9781138	9781139	9720067	95646959	99650079	87782171	99550518	1
304	157	78	6248	3158	9719109	9780383	9780383	9719089	95620669	99648875	87706114	99548919	1
305	157	78	6290	3180	9718258	9779666	9779676	9718204	95594325	99647652	87630061	99547391	1
306	157	79	6334	3208	9717400	9779028	9778984	9717422	95568136	99646366	87554533	99545797	1
307	158	79	6367	3227	9716459	9778286	9778240	9716508	95541734	99645150	87478273	99544168	1
308	158	80	6403	3240	9715514	9777462	9777446	9715571	95514844	99643919	87400503	99542565	1
